,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.9999999999999998,1.0000000000000002,0.9999999999999998,1.0000000000000002,1.0,0.9999999999999998,1.0,1.0000000000000002,0.9999999999999998,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999998,1.0000000000000002,0.9999999999999998,1.0,0.9999999999999998,1.0000000000000002
1,0.7376396330875091,0.7188527084102259,0.7559860391332806,0.7702983235610558,0.7431583567872121,0.7881531465191522,0.7901548112952523,0.7808970072112168,0.7833699823349569,0.803153880703063,0.7548788948752695,0.7740739445690494,0.7958085412847611,0.7563521876753105,0.7824664113928873,0.7853703625985534,0.8087657997842619,0.8110505831238883,0.7939307893210246,0.8150556934686873
2,0.5733891204807448,0.591617381143543,0.5769540092864804,0.604408625149198,0.5842128848383285,0.6412668192639945,0.6109054381305722,0.6210111606369003,0.5784700451315062,0.6590553186489493,0.5484629846674967,0.6495909151928332,0.6392598506206675,0.5593332861677774,0.64388974877017,0.6538557840422311,0.6703534566681061,0.6313046655754009,0.6592846747616116,0.6679765198192598
3,0.4137924832860609,0.4683380349586026,0.4128114158774896,0.4311229487715588,0.4500662610177988,0.4798013307423253,0.4917744316268823,0.4829334028371696,0.41578561662027114,0.5302128963443943,0.4279925117205257,0.5124868917591305,0.5201473849777064,0.4415330400650539,0.5066965525332096,0.5105628122164447,0.5484183999821797,0.4954883050753906,0.5302891934007425,0.5405725229523448
4,0.2894986424072394,0.3519744868705605,0.31065291767191316,0.3270457891930976,0.32133866353310453,0.3657121325799547,0.371697368585463,0.3693978628843454,0.3220154635817314,0.42970774968131753,0.3751756065299079,0.4060088112543779,0.42202202337537886,0.3581948387007742,0.3816194202443195,0.4018111131847313,0.44086822414348764,0.39416884084034987,0.40141878515307944,0.43549870039569555
5,0.1970450556964259,0.2521505068597474,0.2422463037947513,0.23166895135398774,0.2586638917405152,0.26303457066159464,0.2614318805090122,0.29346261765663023,0.2576780364358358,0.31948524048540883,0.30845008896290477,0.32521328092163826,0.3359540783111763,0.2802818707762087,0.30485769250919764,0.32848393729203007,0.35530466902288,0.31488563352201143,0.30996253151844644,0.36572528340756205
6,0.13200091146297668,0.17605171389937602,0.16103361527387408,0.16236733509881324,0.18942414824530485,0.18016785504267077,0.18818728194314222,0.23562255865443962,0.1982148560773961,0.27359429640215954,0.2253934766400439,0.2532630438418594,0.2620956616580762,0.23389950382040636,0.24730173113647,0.26088252794891165,0.2898306010712398,0.24941423349722677,0.2502817607674369,0.28841950561724405
7,0.09732824491846127,0.12390872911876182,0.11268555870989796,0.12165742710939137,0.13958854868895498,0.13529016968148783,0.14770227839905514,0.17672427371381913,0.14586702473875607,0.20801016018609933,0.18228586356855322,0.19989399316982928,0.21115467301473836,0.19483821636214294,0.2064816752353757,0.21043613599302,0.23454078172821693,0.19581278894334414,0.20194416001542342,0.2220352838196077
8,0.06706238143641309,0.0901384993854167,0.07943853782004703,0.09132641592641089,0.10870225923252425,0.09946777195224026,0.11330051842563088,0.12655955917858383,0.11261582343764974,0.15931640099594155,0.135604781862252,0.1570862906821714,0.1698775581556176,0.15507190692894723,0.16928346572033698,0.1742447872599128,0.19008266085635792,0.15950714115390421,0.1593271397366158,0.17880132561857143
9,0.04558855135208788,0.052786272319901725,0.055374907252003266,0.07071855430315656,0.07180495840842765,0.07191105708801196,0.08650330036766077,0.09298823756547399,0.08972572499374,0.12123823293157253,0.11314733563244755,0.12017201003150832,0.1334335462170783,0.1189128669754602,0.1306819954591158,0.1421868569948268,0.15207196301356982,0.13230726403545193,0.12758634666305207,0.147367844448126
