,0,1,2,3,4,5,6,7,8,9
0,0.9999999999999998,0.9999999999999998,1.0,1.0,0.9999999999999998,1.0,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998
1,0.7376396330875091,0.7559860391332806,0.7431583567872121,0.7901548112952523,0.7833699823349569,0.7548788948752695,0.7958085412847611,0.7824664113928873,0.8087657997842619,0.7939307893210246
2,0.5733891204807448,0.5769540092864804,0.5842128848383285,0.6109054381305722,0.5784700451315062,0.5484629846674967,0.6392598506206675,0.64388974877017,0.6703534566681061,0.6592846747616116
3,0.4137924832860609,0.4128114158774896,0.4500662610177988,0.4917744316268823,0.41578561662027114,0.4279925117205257,0.5201473849777064,0.5066965525332096,0.5484183999821797,0.5302891934007425
4,0.2894986424072394,0.31065291767191316,0.32133866353310453,0.371697368585463,0.3220154635817314,0.3751756065299079,0.42202202337537886,0.3816194202443195,0.44086822414348764,0.40141878515307944
5,0.1970450556964259,0.2422463037947513,0.2586638917405152,0.2614318805090122,0.2576780364358358,0.30845008896290477,0.3359540783111763,0.30485769250919764,0.35530466902288,0.30996253151844644
6,0.13200091146297668,0.16103361527387408,0.18942414824530485,0.18818728194314222,0.1982148560773961,0.2253934766400439,0.2620956616580762,0.24730173113647,0.2898306010712398,0.2502817607674369
7,0.09732824491846127,0.11268555870989796,0.13958854868895498,0.14770227839905514,0.14586702473875607,0.18228586356855322,0.21115467301473836,0.2064816752353757,0.23454078172821693,0.20194416001542342
8,0.06706238143641309,0.07943853782004703,0.10870225923252425,0.11330051842563088,0.11261582343764974,0.135604781862252,0.1698775581556176,0.16928346572033698,0.19008266085635792,0.1593271397366158
9,0.04558855135208788,0.055374907252003266,0.07180495840842765,0.08650330036766077,0.08972572499374,0.11314733563244755,0.1334335462170783,0.1306819954591158,0.15207196301356982,0.12758634666305207
10,0.029117982364774517,0.043465206972165785,0.04841424492576005,0.06794644674387086,0.07330410011597568,0.08742624092180461,0.11038447309538957,0.10571399394919985,0.12202742922292939,0.10410699986727456
11,0.02216268140715887,0.031400704266914804,0.03711800423542108,0.052592999382311316,0.05580218539015693,0.06856859558515278,0.0882484400594393,0.08768353323194777,0.10077676261597873,0.0887905742209417
12,0.01770048512221782,0.02527034877028256,0.027946957227281865,0.043606071766725214,0.04686302995567994,0.054342460886196764,0.07122587743297959,0.07103811648260694,0.0807832267188206,0.0765851411303658
13,0.014325087320031167,0.02022258682580183,0.019410180641729436,0.034189029558932126,0.03801835065710978,0.044109511961558594,0.059402459005862045,0.05762627253952225,0.06342579043234918,0.06654239001778225
14,0.01149126044871006,0.017205741735039807,0.014939942806083632,0.02540142177884619,0.030823575357137197,0.036153466684560806,0.04741801115985878,0.04709191881579693,0.0505189124164045,0.05750260859337089
15,0.013124516671356974,0.015813486901767405,0.014278569328494577,0.020818150938334987,0.0251343947142205,0.02669306435917205,0.0376496415240856,0.04193222975470129,0.040957295883982434,0.047841722979154705
16,0.01239038879066732,0.014376957091267111,0.01216104637529085,0.019393263709376905,0.019498045486968887,0.022526983417245253,0.028236162449014866,0.03378583061903409,0.03438926224549746,0.040260052227516496
17,0.011984109198394047,0.012209665289330762,0.012208203629946525,0.017894673986023922,0.01844390649500127,0.01901915737720633,0.02351131345067629,0.027767617739757333,0.03092017331103576,0.034698593067265845
18,0.012738875004021833,0.011835555630525825,0.011306609836726454,0.016020707657018733,0.015206662536683718,0.015450348887343179,0.02132254932010876,0.02307930699863309,0.027087826399789457,0.03070075316057828
19,0.012409387451800239,0.011850427158463961,0.012863036076093362,0.014079363668513312,0.014260538007698425,0.013640316753171221,0.020611277472302274,0.022315810360217406,0.024415311514305503,0.027107232733017444
20,0.013667710863359306,0.011573780499405448,0.01077442695550142,0.011824976155074768,0.013626943130260971,0.013529578380289418,0.020086138260442272,0.019623182305954417,0.02087441928000617,0.024317008990732577
21,0.013649340373777066,0.011989496783950475,0.01142703559931674,0.010271013189744134,0.013243065372910515,0.01246043950489921,0.0183782894997212,0.017383390249398358,0.020047869664229057,0.022265536922574675
22,0.013150210888489713,0.013938840530698656,0.010291396837767003,0.010340349467705368,0.012787790860504104,0.012002207272354666,0.01753186327241093,0.015195636065209028,0.019060173221594725,0.021747032783286505
