,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,0.9999999999999998,1.0,0.9999999999999998,1.0,1.0
1,0.9159460563651548,0.8744754933711828,0.8912028068206237,0.9349625602398196,0.8652837967980846,0.9126177701071524,0.9308067003628085,0.9086143067036437,0.8634134741966041,0.9294790188131161,0.9230888652830304,0.8917990160501863,0.870725433631618,0.9199204053182564,0.9070867296599916,0.9384638746242412,0.9082707597222311,0.928790694223791,0.9317781010441955,0.9253850470918241
2,0.7993162196907212,0.6502585827983832,0.7847246002627584,0.8507483757583806,0.5941015652427858,0.7976936343816111,0.8400886813430133,0.7644630206747698,0.6995331762715722,0.8393745533853659,0.7911146015564999,0.6924176001740401,0.6666811982692749,0.7801199320013641,0.7352863808759281,0.8433009879831006,0.7676471532361898,0.8198406814301862,0.8087885055192787,0.7976546602252456
3,0.6651996900077223,0.4539838040641331,0.6197837106986706,0.7301410316418478,0.4172024823916531,0.6968166201441349,0.71776606997894,0.6194218397758908,0.5899138599835685,0.6900852187938852,0.5779939921515337,0.5210270819501206,0.5047138692542982,0.5896016167172075,0.5401150388619658,0.7185312886322671,0.5403032449828921,0.640105900431745,0.6202308716398981,0.5958247184208493
4,0.5146149656234278,0.34111501667194827,0.4718938417644949,0.6237983056426551,0.2865371172992276,0.5635144674316854,0.5643366542206462,0.46473789773039187,0.45968488115861494,0.5781955851122271,0.4000824864295219,0.40710710250402077,0.4159612846392767,0.4406755761929758,0.38505338350893864,0.5761125205303643,0.4059375553160855,0.44965592067906474,0.5175396027462539,0.42205266884491754
5,0.37408653220777943,0.2555071887065159,0.35915977425852197,0.49464361970457393,0.1800467767881809,0.43364014196774875,0.47606268063289403,0.359136906838866,0.35992565223642975,0.46609723851002255,0.22787865816330177,0.31855877564313695,0.3468744485116343,0.3452706175064517,0.28589335036074576,0.4716770076491898,0.30050058678006347,0.3028866973135716,0.41611885101344803,0.30733185723822165
6,0.25771312342947306,0.1823872749390196,0.2832485432680261,0.38692859179949324,0.1281430564453376,0.33065078744237203,0.3876525724329269,0.29274631001813595,0.28224495381001913,0.36911136936759015,0.16424236343112925,0.2271467637812851,0.2629739222459992,0.24042976453289805,0.2259043985658593,0.3844856051054842,0.2211303843451134,0.21984455097562353,0.31697559680829923,0.22370046127021953
7,0.20173972837928672,0.1260548155411481,0.20229721696866287,0.28075440572893096,0.09499186609458844,0.22655631791520345,0.3310144696675177,0.234305087000054,0.21193866999877684,0.3041974848089077,0.11723401844013387,0.11476107533149583,0.1725336396865919,0.16463043555549461,0.1857331046067629,0.30254317272568054,0.15730242974088443,0.13366980024745023,0.23788740535324196,0.1660773305269652
8,0.1522729655961357,0.08854286362539393,0.16229925809296217,0.20997124468670877,0.07629021147351643,0.19549161056157113,0.26886279016821124,0.1901032934406505,0.14554569748150253,0.21828031469448683,0.08303353442725837,0.07843214691456205,0.10315630371145085,0.09675420121898756,0.1462666281881978,0.2462515755421283,0.12426958560788323,0.07830301579396651,0.19714031838142027,0.14095012327833595
9,0.13483675092855374,0.07361155518934252,0.13259459874901705,0.16272099430435868,0.06515116457840132,0.15198662148482525,0.22480418472014582,0.14780081890747038,0.09775237565619554,0.16890032302136174,0.050038129021033696,0.0260632233661429,0.028482270102301123,0.05581989131284896,0.1027959498518423,0.2028702601158213,0.09124160830386122,0.06435687459268173,0.16933861609179568,0.12075484511023968
10,0.11857631341686455,0.04815193336036426,0.09875723930588468,0.13513077234074736,0.05251518546065453,0.0916266741283926,0.17966558196257326,0.09578637883940792,0.06718728549644709,0.1202191930507221,0.03049243066797452,0.012388909045237132,0.00884794284347572,0.03788145549195684,0.07921222896547905,0.15970209381518202,0.06080688807026264,0.05675420195616825,0.13630642719869804,0.08992097317422348
11,0.09507158492053024,0.03008390723533011,0.07486739413151287,0.10056133374058433,0.03789673569585624,0.049218926280603786,0.15129376856589596,0.012372104289597795,0.05191313011401476,0.06909178994062913,0.021434261354324764,0.009148739291528134,0.009205269695096668,0.018477105368598395,0.06270952342037671,0.13488156543576396,0.04660289873466485,0.03621278144819544,0.11236470122616853,0.07020661388346217
12,0.07056019765405386,0.020618955542420693,0.05582577887491191,0.07099079390917254,0.021890185264482838,0.026123794250869276,0.12951450948894902,0.006103478400835126,0.03948906396655768,0.03294210161779259,0.013671918392915617,0.005080299176383987,0.00827234963475116,0.006690732763526392,0.0441728370257536,0.10818884690176436,0.039750212959993564,0.02507088451238019,0.09560031903890463,0.054556791008202724
